model,mode,pipeline,n,n_failed_global,requirement_alignment_avg,requirement_alignment_sd,requirement_alignment_se,target_specificity_avg,target_specificity_sd,target_specificity_se,evidence_grounding_avg,evidence_grounding_sd,evidence_grounding_se,executability_avg,executability_sd,executability_se,gherkin_quality_avg,gherkin_quality_sd,gherkin_quality_se,coverage_avg,coverage_sd,coverage_se,overall_score_avg,overall_score_sd,overall_score_se,generic_rate,drift_rate
claude-haiku-4-5-20251001,graph,full,30,0,4.9,0.3051,0.0557,4.6667,0.7581,0.1384,4.4333,1.0063,0.1837,5.0,0.0,0.0,5.0,0.0,0.0,3.5333,0.8193,0.1496,4.5889,0.3859,0.0705,0.1333,0.0
claude-haiku-4-5-20251001,hybrid,full,30,0,4.9667,0.1826,0.0333,4.4667,0.7761,0.1417,4.2,0.9965,0.1819,4.9333,0.2537,0.0463,5.0,0.0,0.0,3.4667,0.8996,0.1642,4.5055,0.3975,0.0726,0.1333,0.0
claude-haiku-4-5-20251001,vector,full,30,0,4.8,0.5509,0.1006,4.6667,0.6609,0.1207,4.6667,0.7112,0.1298,4.8667,0.5713,0.1043,5.0,0.0,0.0,3.7333,0.9803,0.179,4.6222,0.4505,0.0822,0.1,0.0
gpt-4o-mini,graph,full,30,0,4.4667,1.008,0.184,3.4,1.4288,0.2609,4.0,1.2034,0.2197,4.4667,1.1958,0.2183,4.8667,0.4342,0.0793,2.7,0.9879,0.1804,3.9833,0.8547,0.1561,0.4667,0.0
gpt-4o-mini,hybrid,full,30,0,4.3,1.317,0.2404,3.0,1.5536,0.2837,3.4333,1.5687,0.2864,4.1333,1.4794,0.2701,4.7667,0.6261,0.1143,2.4333,1.2507,0.2284,3.6778,1.0889,0.1988,0.5333,0.0333
gpt-4o-mini,vector,full,30,0,4.1667,1.1472,0.2095,3.2,1.4239,0.26,3.7,1.3429,0.2452,4.5333,0.8193,0.1496,4.9667,0.1826,0.0333,2.6667,1.1842,0.2162,3.8722,0.8739,0.1596,0.5333,0.0333
